,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius
year,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
 GUY,25.675,25.666666666666668,25.866666666666664,25.908333333333335,25.708333333333332,25.924999999999997,25.49166666666667,25.45,26.058333333333334,25.675,25.375000000000004,25.86666666666667,26.03333333333333,25.641666666666662,25.633333333333336,25.666666666666668,26.058333333333337,26.041666666666668,26.241666666666664,26.20833333333334,25.833333333333332,25.75,25.86666666666667,25.241666666666664,25.408333333333335,25.799999999999997,26.39166666666667,25.933333333333334,25.558333333333334,25.974999999999998,25.724999999999998,25.399999999999995,25.541666666666668,25.591666666666665,26.16666666666666,25.88333333333333,26.15833333333333,26.650000000000002,25.958333333333332,25.95833333333334,26.133333333333336,25.866666666666664,26.366666666666664,26.108333333333334,26.325,26.175,26.049999999999997,25.96666666666667,26.266666666666666,26.5,26.099999999999998,25.941666666666666,25.983333333333334,26.224999999999998,26.58333333333334,26.475000000000005,26.366666666666664,26.125000000000004,26.408333333333335,26.466666666666665
 HND,23.33333333333334,23.03333333333333,23.233333333333334,23.325,23.34166666666667,23.224999999999998,22.941666666666663,22.75,23.3,22.96666666666667,22.858333333333334,23.400000000000002,23.325,22.908333333333335,23.183333333333334,23.116666666666664,23.558333333333334,23.441666666666666,23.51666666666667,23.724999999999998,23.425,23.641666666666666,24.008333333333336,23.233333333333338,23.53333333333333,23.516666666666666,24.008333333333336,23.900000000000002,23.583333333333332,23.78333333333333,23.841666666666665,23.808333333333337,23.724999999999998,23.899999999999995,23.924999999999997,23.474999999999998,23.983333333333334,24.175,23.349999999999998,23.599999999999998,23.974999999999998,24.11666666666667,24.191666666666666,24.066666666666666,23.983333333333334,24.03333333333333,23.941666666666666,23.88333333333333,24.216666666666665,23.849999999999998,23.958333333333332,24.00833333333333,24.075,24.066666666666666,24.391666666666666,24.474999999999998,24.291666666666668,23.791666666666668,24.241666666666664,24.45833333333333
 HRV,11.241666666666669,9.841666666666667,10.075,10.124999999999998,9.924999999999999,10.941666666666665,10.774999999999999,10.558333333333332,10.033333333333333,10.183333333333334,10.375,10.416666666666666,10.225,10.716666666666669,10.875,10.1,10.866666666666667,9.641666666666667,10.683333333333332,9.649999999999999,10.525,10.9,10.966666666666669,10.158333333333335,10.058333333333332,10.308333333333334,10.208333333333334,10.908333333333333,11.008333333333333,11.366666666666669,10.283333333333333,11.550000000000002,10.91666666666667,12.225000000000001,10.975,10.233333333333334,11.008333333333333,11.275,11.308333333333335,12.299999999999999,11.316666666666665,12.008333333333333,11.491666666666667,10.983333333333334,10.541666666666666,11.391666666666666,12.174999999999999,12.091666666666669,11.949999999999998,11.066666666666668,11.95833333333333,12.133333333333333,11.833333333333334,12.491666666666669,12.350000000000001,11.991666666666665,11.991666666666667,12.766666666666666,12.699999999999998,12.358333333333334
 HTI,24.650000000000002,24.691666666666666,24.691666666666666,24.700000000000003,24.316666666666666,24.558333333333334,24.29166666666667,24.25,24.708333333333332,24.383333333333336,24.16666666666666,24.50833333333333,24.625,24.041666666666668,24.25,24.066666666666663,24.558333333333337,24.458333333333332,24.51666666666667,25.016666666666666,24.875,24.7,25.100000000000005,24.55,24.474999999999998,24.64166666666667,25.183333333333337,24.999999999999996,24.73333333333333,25.01666666666667,24.99166666666667,25.10833333333333,25.041666666666668,25.316666666666663,25.216666666666665,24.75,25.308333333333326,25.50833333333333,24.975000000000005,24.933333333333334,25.125,25.308333333333334,25.316666666666663,25.041666666666668,24.99166666666667,25.208333333333332,24.899999999999995,24.541666666666668,24.825,24.733333333333334,24.5,24.95,25.083333333333332,25.416666666666668,25.724999999999998,25.533333333333335,25.341666666666665,25.274999999999995,25.50833333333333,25.541666666666668
 HUN,10.791666666666666,9.408333333333333,9.416666666666668,9.433333333333334,9.133333333333335,10.658333333333333,10.441666666666665,10.299999999999999,9.641666666666667,9.725,10.125,10.2,9.933333333333334,10.525,10.608333333333334,9.741666666666667,10.399999999999997,9.258333333333333,10.383333333333335,9.016666666666666,10.283333333333331,10.358333333333333,10.833333333333334,9.891666666666667,9.233333333333333,9.933333333333334,9.666666666666666,10.358333333333334,10.725000000000001,10.991666666666665,9.774999999999999,11.033333333333333,10.258333333333331,11.658333333333333,10.508333333333331,9.583333333333334,10.141666666666666,10.633333333333333,10.808333333333332,11.808333333333335,10.716666666666669,11.541666666666666,10.699999999999998,10.491666666666665,10.091666666666669,10.766666666666667,11.850000000000001,11.758333333333333,11.6,10.616666666666665,11.133333333333333,11.541666666666664,11.458333333333334,12.308333333333332,12.033333333333333,11.483333333333333,11.508333333333335,12.349999999999996,12.491666666666669,11.924999999999999
 IDN,25.591666666666665,25.55,25.616666666666664,25.63333333333333,25.53333333333333,25.71666666666667,25.55,25.616666666666664,25.808333333333334,25.774999999999995,25.55,25.799999999999994,25.950000000000003,25.599999999999998,25.625,25.458333333333332,25.60833333333333,25.7,25.775000000000002,25.79166666666667,25.875,25.8,26.008333333333336,25.525000000000002,25.749999999999996,25.849999999999998,26.08333333333334,25.96666666666667,25.816666666666674,26.041666666666668,25.98333333333333,25.991666666666664,25.933333333333337,25.974999999999998,26.00833333333333,26.025000000000002,26.116666666666664,26.375000000000004,25.991666666666664,26.049999999999997,26.083333333333332,26.233333333333334,26.099999999999998,26.099999999999998,26.125000000000004,26.008333333333336,26.03333333333333,25.899999999999995,26.183333333333337,26.275000000000002,26.075,26.191666666666663,26.24166666666667,26.224999999999998,26.300000000000008,26.416666666666668,26.21666666666667,26.241666666666664,26.366666666666664,26.36666666666666
 IND,23.875,23.950000000000003,24.108333333333338,24.108333333333334,24.174999999999997,24.433333333333334,24.025000000000002,23.925,24.516666666666666,24.133333333333336,23.674999999999997,24.224999999999998,24.358333333333334,24.116666666666664,23.825,24.183333333333334,24.308333333333334,24.091666666666665,24.55,24.59166666666667,24.224999999999998,24.208333333333332,23.974999999999998,24.149999999999995,24.474999999999998,24.24166666666667,24.66666666666666,24.683333333333334,24.100000000000005,24.224999999999998,24.308333333333334,24.2,24.441666666666663,24.316666666666666,24.441666666666666,24.508333333333336,24.016666666666666,24.78333333333333,24.674999999999997,24.566666666666666,24.733333333333334,24.925,24.70833333333334,24.79166666666666,24.533333333333335,24.85833333333333,24.866666666666664,24.625,25.325,25.25833333333333,24.666666666666668,24.625,24.49166666666667,24.616666666666664,24.74166666666667,25.133333333333336,25.000000000000004,24.849999999999998,24.791666666666668,24.649999999999995
 IRL,9.366666666666665,8.55,8.366666666666665,9.3,8.641666666666666,9.200000000000001,9.033333333333333,9.116666666666665,8.875,9.141666666666666,9.658333333333333,8.791666666666666,9.399999999999999,9.05,9.633333333333335,9.441666666666666,9.15,9.216666666666667,8.483333333333333,9.091666666666667,9.158333333333333,9.383333333333333,9.616666666666669,9.308333333333334,8.691666666666666,8.283333333333333,9.016666666666666,9.458333333333334,9.899999999999999,9.933333333333334,9.433333333333332,9.4,9.25,9.424999999999999,9.950000000000001,9.091666666666667,10.133333333333335,9.966666666666665,9.941666666666668,9.566666666666665,9.483333333333333,9.85,9.941666666666666,9.858333333333333,9.975,10.066666666666668,10.200000000000001,9.591666666666667,9.608333333333333,8.65,9.716666666666667,9.475,9.425000000000002,10.041666666666668,9.383333333333333,9.700000000000001,9.924999999999999,9.625000000000002,9.825,9.733333333333333
 IRN,16.941666666666666,17.016666666666666,17.466666666666665,16.041666666666664,16.924999999999997,17.633333333333333,16.5,16.725,16.558333333333334,17.549999999999997,17.025,15.458333333333334,16.866666666666667,16.033333333333335,16.575,16.45,17.325,17.241666666666664,17.258333333333336,17.308333333333337,17.45,16.25,16.891666666666666,16.575000000000003,17.033333333333335,16.575,17.283333333333335,17.383333333333336,16.725,17.266666666666666,17.091666666666665,16.10833333333333,16.783333333333335,17.3,17.441666666666666,17.208333333333332,17.433333333333334,18.191666666666666,18.325,17.991666666666664,18.366666666666664,18.0,17.708333333333336,17.983333333333334,17.758333333333333,18.041666666666664,17.616666666666667,17.80833333333333,17.925,18.833333333333332,17.583333333333332,17.675,18.175,18.0,18.425,18.558333333333334,18.35,18.858333333333334,18.366666666666667,17.925
 IRQ,21.766666666666666,22.808333333333334,22.05,20.925,21.675,22.808333333333334,20.808333333333334,21.616666666666664,21.88333333333333,22.283333333333335,21.474999999999998,20.30833333333333,21.458333333333332,21.091666666666665,21.341666666666665,21.21666666666667,21.71666666666667,22.03333333333333,22.50833333333333,21.516666666666666,21.875,20.666666666666668,20.999999999999996,21.508333333333336,21.666666666666668,21.825000000000003,22.09166666666667,21.46666666666667,21.450000000000003,21.78333333333333,21.941666666666666,20.558333333333334,21.525000000000002,22.525000000000002,22.133333333333336,22.683333333333337,21.725000000000005,23.025000000000006,23.058333333333334,22.50833333333333,23.016666666666666,22.350000000000005,22.475000000000005,22.40833333333333,22.424999999999997,22.5,22.358333333333334,22.575000000000003,22.491666666666664,23.96666666666667,21.958333333333332,22.775000000000002,22.358333333333334,22.908333333333335,23.125,22.958333333333332,22.958333333333332,23.78333333333333,23.125,23.075
 ISL,2.0833333333333335,1.55,1.5499999999999998,2.45,1.325,0.7666666666666672,0.8083333333333332,0.8999999999999999,0.5416666666666664,0.9416666666666665,1.2833333333333334,2.558333333333333,1.0249999999999997,2.3250000000000006,1.3500000000000003,2.1499999999999995,1.5166666666666668,1.6416666666666666,-0.10000000000000024,1.6499999999999997,0.48333333333333334,1.2416666666666667,0.7166666666666667,1.9666666666666668,1.3500000000000003,1.383333333333333,2.566666666666667,1.125,1.2666666666666666,1.6416666666666666,2.4583333333333335,1.6749999999999998,1.5833333333333337,1.458333333333333,0.9666666666666667,2.1666666666666665,2.1166666666666667,1.4666666666666668,1.6833333333333333,2.0250000000000004,2.2416666666666667,2.4999999999999996,3.2083333333333326,2.866666666666667,2.0416666666666665,2.608333333333334,2.5083333333333333,2.283333333333333,2.516666666666667,2.7083333333333335,2.358333333333333,2.4583333333333335,2.15,3.233333333333333,1.8833333333333329,3.1333333333333333,2.9333333333333336,2.7416666666666667,2.7750000000000004,2.4916666666666667
 ISR,19.325,20.658333333333335,20.291666666666664,19.05,19.625000000000004,20.308333333333334,18.775000000000002,19.666666666666668,19.941666666666666,19.625,19.266666666666666,19.133333333333336,19.34166666666667,19.325,19.291666666666664,19.25,19.450000000000003,19.708333333333332,20.141666666666662,19.574999999999996,19.541666666666668,18.858333333333334,18.741666666666667,19.3,19.841666666666665,19.55833333333333,19.533333333333335,19.641666666666666,19.500000000000004,19.816666666666666,19.808333333333334,18.841666666666665,19.741666666666667,20.3,19.88333333333333,20.46666666666667,19.75,20.933333333333334,20.51666666666667,19.833333333333332,20.666666666666668,20.500000000000004,20.400000000000002,20.258333333333336,20.158333333333335,20.03333333333333,20.308333333333334,20.633333333333333,20.783333333333335,22.066666666666666,20.28333333333333,21.058333333333334,20.866666666666667,20.933333333333334,20.8,21.191666666666666,20.791666666666668,21.508333333333336,20.916666666666668,20.925
 ITA,12.450000000000001,11.525,11.516666666666667,11.875000000000002,11.283333333333333,11.933333333333335,11.891666666666667,11.683333333333332,11.541666666666666,11.641666666666667,11.691666666666665,11.641666666666666,11.691666666666668,11.766666666666667,11.808333333333335,11.491666666666667,11.933333333333332,11.241666666666665,11.883333333333333,11.225,11.633333333333333,12.41666666666667,12.041666666666666,11.466666666666667,11.916666666666666,12.091666666666667,12.024999999999999,12.433333333333332,12.158333333333337,12.566666666666668,11.799999999999999,12.416666666666666,12.183333333333332,13.133333333333335,12.133333333333333,11.883333333333335,12.658333333333331,12.508333333333333,12.658333333333333,12.958333333333334,12.716666666666669,12.975,13.016666666666666,12.491666666666667,12.083333333333334,12.808333333333335,13.049999999999999,12.916666666666664,12.924999999999999,12.333333333333334,13.183333333333332,13.025000000000004,12.733333333333333,13.45833333333333,13.383333333333335,13.216666666666667,13.049999999999999,13.691666666666668,13.433333333333335,13.458333333333334
 JAM,24.58333333333334,24.474999999999998,24.450000000000003,24.583333333333332,24.28333333333333,24.274999999999995,24.0,23.88333333333333,24.266666666666666,23.95,23.96666666666667,24.266666666666666,24.375000000000004,23.866666666666664,24.166666666666668,24.099999999999998,24.458333333333332,24.358333333333334,24.416666666666668,24.649999999999995,24.475000000000005,24.633333333333336,24.74166666666667,24.241666666666664,24.308333333333334,24.333333333333332,24.875,24.741666666666664,24.54166666666666,24.775000000000002,24.88333333333333,24.883333333333336,24.833333333333332,25.150000000000002,24.966666666666665,24.40833333333333,25.13333333333333,25.325000000000003,24.8,24.75,24.899999999999995,25.208333333333332,25.25,24.958333333333332,24.933333333333334,25.191666666666666,24.866666666666664,24.491666666666664,24.741666666666664,24.249999999999996,24.45,24.700000000000003,24.900000000000002,25.141666666666666,25.583333333333332,25.33333333333334,25.191666666666666,25.200000000000003,25.38333333333333,25.38333333333333
 JOR,18.208333333333336,19.533333333333335,19.14166666666667,17.900000000000002,18.53333333333333,19.208333333333332,17.525000000000002,18.491666666666664,18.8,18.5,18.066666666666666,17.841666666666665,18.175,18.125,18.066666666666666,17.966666666666665,18.266666666666666,18.583333333333332,19.041666666666668,18.408333333333335,18.458333333333336,17.666666666666668,17.64166666666667,18.166666666666668,18.7,18.51666666666667,18.51666666666667,18.491666666666667,18.433333333333334,18.666666666666668,18.658333333333335,17.60833333333333,18.541666666666668,19.175,18.783333333333335,19.349999999999998,18.525,19.85833333333333,19.64166666666667,18.866666666666664,19.666666666666668,19.441666666666666,19.383333333333336,19.291666666666668,19.2,19.075,19.358333333333334,19.575,19.625,21.150000000000002,19.083333333333332,19.883333333333333,19.708333333333332,19.791666666666664,19.725000000000005,20.016666666666666,19.7,20.341666666666665,19.791666666666668,19.841666666666665
 JPN,10.933333333333335,10.358333333333333,10.158333333333333,10.366666666666667,9.775,10.175,10.299999999999999,10.249999999999998,9.924999999999999,10.008333333333335,9.991666666666667,10.549999999999999,10.366666666666667,9.816666666666666,10.408333333333333,9.85,10.3,10.575000000000001,10.916666666666666,9.883333333333333,9.708333333333334,10.408333333333333,10.2,9.758333333333331,10.350000000000001,9.75,10.6,10.041666666666666,11.025,11.658333333333333,11.016666666666667,10.708333333333336,10.225,11.433333333333335,10.725,10.291666666666666,10.975000000000001,11.458333333333334,11.333333333333334,11.116666666666667,10.716666666666663,11.075000000000001,10.741666666666667,11.683333333333332,10.791666666666666,10.983333333333333,11.416666666666666,11.141666666666666,11.191666666666668,11.5,11.041666666666666,10.841666666666667,11.233333333333333,11.008333333333335,11.541666666666666,11.6,11.008333333333335,11.541666666666666,11.733333333333333,11.79166666666667
